incident_id,incident_date,state,city_or_county,address,killed,injured,incident_url,year,month-year
1886141,2020-12-24,Florida,Lakeland,1500 block of Amos Ave,1,4,https://www.gunviolencearchive.org/incident/1886141,2020,12-2020
1885251,2020-12-22,Mississippi,Meridian,Jeffrey Acres Rd,5,0,https://www.gunviolencearchive.org/incident/1885251,2020,12-2020
1882214,2020-12-20,Connecticut,Bridgeport,456 Connecticut Ave,2,2,https://www.gunviolencearchive.org/incident/1882214,2020,12-2020
1881213,2020-12-19,Illinois,Chicago,8936 S Cottage Grove Ave,0,6,https://www.gunviolencearchive.org/incident/1881213,2020,12-2020
1876727,2020-12-13,West Virginia,Elkview,1384 Cemetery Hill Dr,4,0,https://www.gunviolencearchive.org/incident/1876727,2020,12-2020
1877043,2020-12-12,California,San Bernardino,900 block of N Sierra Way,1,3,https://www.gunviolencearchive.org/incident/1877043,2020,12-2020
1876231,2020-12-12,New York,Copiague,2336 Great Neck Rd,2,2,https://www.gunviolencearchive.org/incident/1876231,2020,12-2020
1876039,2020-12-12,New York,Brooklyn,574 Warren St,0,4,https://www.gunviolencearchive.org/incident/1876039,2020,12-2020
1876552,2020-12-12,Maryland,Hyattsville (Landover),8600 block of Old Ardmore Rd,2,2,https://www.gunviolencearchive.org/incident/1876552,2020,12-2020
1877628,2020-12-10,Georgia,Tifton,700 block of 17 1/2 St,0,4,https://www.gunviolencearchive.org/incident/1877628,2020,12-2020
1877122,2020-12-10,Mississippi,Jackson,1805 Hospital Dr,0,5,https://www.gunviolencearchive.org/incident/1877122,2020,12-2020
1908063,2020-12-08,West Virginia,Williamsburg,611 Flynns Creek Rd,6,0,https://www.gunviolencearchive.org/incident/1908063,2020,12-2020
1873798,2020-12-08,Louisiana,Lacombe,28399 Palmer Dr,2,3,https://www.gunviolencearchive.org/incident/1873798,2020,12-2020
1870827,2020-12-06,Texas,Venus,6100 N FM 157,0,6,https://www.gunviolencearchive.org/incident/1870827,2020,12-2020
1871627,2020-12-05,California,Hayward,25000 block of Eldridge Ave,1,3,https://www.gunviolencearchive.org/incident/1871627,2020,12-2020
1870840,2020-12-05,North Carolina,Autryville,10101 Gip Rd,0,6,https://www.gunviolencearchive.org/incident/1870840,2020,12-2020
1869748,2020-12-04,Illinois,Chicago,4400 block of W Adams St,0,4,https://www.gunviolencearchive.org/incident/1869748,2020,12-2020
1867006,2020-12-01,Pennsylvania,Morrisville,1 Makefield Rd,1,3,https://www.gunviolencearchive.org/incident/1867006,2020,12-2020
1866100,2020-11-30,Alaska,Palmer,335 N Valley Way,4,0,https://www.gunviolencearchive.org/incident/1866100,2020,11-2020
1864683,2020-11-29,Mississippi,Grenada,Highway 8 East,0,11,https://www.gunviolencearchive.org/incident/1864683,2020,11-2020
1865110,2020-11-29,Tennessee,Memphis,3492 W Metropolitan Cir,2,3,https://www.gunviolencearchive.org/incident/1865110,2020,11-2020
1863726,2020-11-28,South Carolina,Aiken,1695 Richland Ave E,1,10,https://www.gunviolencearchive.org/incident/1863726,2020,11-2020
1864205,2020-11-28,South Carolina,Conway,3800 block of Golden Key Rd,0,5,https://www.gunviolencearchive.org/incident/1864205,2020,11-2020
1864177,2020-11-28,Louisiana,New Orleans,7001 Lawrence Rd,0,4,https://www.gunviolencearchive.org/incident/1864177,2020,11-2020
1862947,2020-11-27,Georgia,Macon,425 Cherry St,1,5,https://www.gunviolencearchive.org/incident/1862947,2020,11-2020
1863099,2020-11-27,Ohio,Toledo,3257 Stickney Ave,0,6,https://www.gunviolencearchive.org/incident/1863099,2020,11-2020
1862603,2020-11-26,Nevada,Henderson,870 E Lake Mead Pkwy,1,5,https://www.gunviolencearchive.org/incident/1862603,2020,11-2020
1859390,2020-11-22,New York,Brooklyn,15 Albany Ave,1,6,https://www.gunviolencearchive.org/incident/1859390,2020,11-2020
1859110,2020-11-22,New Jersey,Trenton,Stuyvesant Ave and Hoffman Ave,0,4,https://www.gunviolencearchive.org/incident/1859110,2020,11-2020
1858455,2020-11-22,Illinois,Chicago,700 block of E 101st St,1,3,https://www.gunviolencearchive.org/incident/1858455,2020,11-2020
1859186,2020-11-22,Louisiana,New Orleans,9232 Chef Menteur Hwy,1,3,https://www.gunviolencearchive.org/incident/1859186,2020,11-2020
1857439,2020-11-21,Illinois,Chicago,W 79th St and S Justine St,0,6,https://www.gunviolencearchive.org/incident/1857439,2020,11-2020
1857947,2020-11-21,Arizona,Phoenix,35th Ave and Earll Dr,1,4,https://www.gunviolencearchive.org/incident/1857947,2020,11-2020
1858965,2020-11-21,Nebraska,Bellevue,1307 Cornhusker Rd,2,2,https://www.gunviolencearchive.org/incident/1858965,2020,11-2020
1857040,2020-11-20,Wisconsin,Milwaukee (Wauwatosa),2500 N Mayfair Rd,0,8,https://www.gunviolencearchive.org/incident/1857040,2020,11-2020
1856417,2020-11-19,Florida,Haines City,422 N 15th St,1,3,https://www.gunviolencearchive.org/incident/1856417,2020,11-2020
1855276,2020-11-18,Texas,Houston,11614 Manor Park Dr,3,2,https://www.gunviolencearchive.org/incident/1855276,2020,11-2020
1856338,2020-11-18,South Carolina,Florence,500 block of Gaillard St,0,4,https://www.gunviolencearchive.org/incident/1856338,2020,11-2020
1854207,2020-11-17,Tennessee,Jackson,Honey Bear Cove,0,4,https://www.gunviolencearchive.org/incident/1854207,2020,11-2020
1854149,2020-11-16,Florida,Miami,200 block of S Biscayne River Dr,0,4,https://www.gunviolencearchive.org/incident/1854149,2020,11-2020
1853615,2020-11-16,Illinois,Chicago,700 block of S Pulaski Rd,0,4,https://www.gunviolencearchive.org/incident/1853615,2020,11-2020
1854076,2020-11-16,Illinois,Chicago,2700 block of S State St,0,4,https://www.gunviolencearchive.org/incident/1854076,2020,11-2020
1852831,2020-11-15,Louisiana,Shreveport,300 block of Douglas St,0,5,https://www.gunviolencearchive.org/incident/1852831,2020,11-2020
1853089,2020-11-15,Georgia,Jonesboro,500 Block of Museum Cir,2,2,https://www.gunviolencearchive.org/incident/1853089,2020,11-2020
1852604,2020-11-14,South Carolina,Sumter,1008 Marilyn Ave,3,1,https://www.gunviolencearchive.org/incident/1852604,2020,11-2020
1852853,2020-11-14,Missouri,Fulton,1915 N Bluff St,0,4,https://www.gunviolencearchive.org/incident/1852853,2020,11-2020
1852161,2020-11-14,Ohio,Cincinnati,400 block of Kings Run Dr,0,4,https://www.gunviolencearchive.org/incident/1852161,2020,11-2020
1852363,2020-11-14,California,Riverside,La Sierra Avenue and Tin Mine Road,2,3,https://www.gunviolencearchive.org/incident/1852363,2020,11-2020
1850981,2020-11-12,Florida,Tampa,1200 block of E Palifox St,2,4,https://www.gunviolencearchive.org/incident/1850981,2020,11-2020
1850693,2020-11-12,North Carolina,Gastonia,1225 Union Rd,0,6,https://www.gunviolencearchive.org/incident/1850693,2020,11-2020
1849308,2020-11-10,Florida,Tampa,N 50th St and Sligh Ave,1,7,https://www.gunviolencearchive.org/incident/1849308,2020,11-2020
1847840,2020-11-09,Texas,Fort Worth,5310 E Rosedale St,0,4,https://www.gunviolencearchive.org/incident/1847840,2020,11-2020
1846712,2020-11-08,Virginia,Virginia Beach,3700 block of Whitney Ct,0,4,https://www.gunviolencearchive.org/incident/1846712,2020,11-2020
1846494,2020-11-08,Tennessee,Nashville,2nd Ave N and Commerce St,0,8,https://www.gunviolencearchive.org/incident/1846494,2020,11-2020
1846764,2020-11-07,Kansas,Ogden,225 Riley Ave,0,4,https://www.gunviolencearchive.org/incident/1846764,2020,11-2020
1845690,2020-11-07,South Carolina,Rock Hill,241 Albright Rd,1,3,https://www.gunviolencearchive.org/incident/1845690,2020,11-2020
1845477,2020-11-06,Louisiana,New Orleans,8622 Belfast St,2,2,https://www.gunviolencearchive.org/incident/1845477,2020,11-2020
1844573,2020-11-05,Ohio,Toledo,2125 Parkwood Ave,3,2,https://www.gunviolencearchive.org/incident/1844573,2020,11-2020
1843360,2020-11-04,Missouri,Jefferson City,1299 Lafayette St,0,4,https://www.gunviolencearchive.org/incident/1843360,2020,11-2020
1842362,2020-11-03,Nevada,Henderson,1445 Stonelake Cove Ave,4,1,https://www.gunviolencearchive.org/incident/1842362,2020,11-2020
1842421,2020-11-02,Ohio,Mansfield,136 Sturges Ave,0,5,https://www.gunviolencearchive.org/incident/1842421,2020,11-2020
1840600,2020-11-01,Arizona,Tucson,2500 block of E Aerospace Pkwy,2,2,https://www.gunviolencearchive.org/incident/1840600,2020,11-2020
1840534,2020-11-01,South Carolina,Hollywood,7800 block of White Point Rd,0,6,https://www.gunviolencearchive.org/incident/1840534,2020,11-2020
1840265,2020-11-01,Indiana,Evansville,664 E Illinois St,0,4,https://www.gunviolencearchive.org/incident/1840265,2020,11-2020
1840364,2020-11-01,Oklahoma,Oklahoma City,10601 S Western Ave,1,3,https://www.gunviolencearchive.org/incident/1840364,2020,11-2020
1841432,2020-11-01,North Carolina,Winston Salem (Winston-salem),3900 block of Glen Hi Rd,1,3,https://www.gunviolencearchive.org/incident/1841432,2020,11-2020
1840310,2020-11-01,New Jersey,Atlantic City,2721 Arctic Ave,1,4,https://www.gunviolencearchive.org/incident/1840310,2020,11-2020
1839628,2020-10-31,California,Sacramento,2800 block of Normington Dr,0,4,https://www.gunviolencearchive.org/incident/1839628,2020,10-2020
1839576,2020-10-31,Washington,Sumner,127th Ave E and Valley Ave E,0,5,https://www.gunviolencearchive.org/incident/1839576,2020,10-2020
1839462,2020-10-31,California,Anaheim,1210 S State College Blvd,0,4,https://www.gunviolencearchive.org/incident/1839462,2020,10-2020
1840544,2020-10-31,Nevada,North Las Vegas,3700 block of Iverson Ln,0,4,https://www.gunviolencearchive.org/incident/1840544,2020,10-2020
1840041,2020-10-31,Maryland,College Park,7700 Baltimore Ave,0,7,https://www.gunviolencearchive.org/incident/1840041,2020,10-2020
1839112,2020-10-30,Maryland,Waldorf,2177 Crain Hwy,1,3,https://www.gunviolencearchive.org/incident/1839112,2020,10-2020
1839065,2020-10-30,Illinois,Chicago,11613 S Vincennes Ave,1,3,https://www.gunviolencearchive.org/incident/1839065,2020,10-2020
1838368,2020-10-29,Florida,Winter Garden,Center St and 11th St,0,4,https://www.gunviolencearchive.org/incident/1838368,2020,10-2020
1837146,2020-10-28,Virginia,Roanoke,1400 block of Rorer Ave SW,0,4,https://www.gunviolencearchive.org/incident/1837146,2020,10-2020
1837429,2020-10-28,New Jersey,Newark,381 S 6th St,1,3,https://www.gunviolencearchive.org/incident/1837429,2020,10-2020
1834216,2020-10-25,Texas,Fort Worth,1900 block of Carver Ave,2,3,https://www.gunviolencearchive.org/incident/1834216,2020,10-2020
1835030,2020-10-25,Texas,San Antonio,2800 block of W Hutchins Pl,1,3,https://www.gunviolencearchive.org/incident/1835030,2020,10-2020
1834280,2020-10-25,North Carolina,Raleigh,1731 Trawick Rd,1,3,https://www.gunviolencearchive.org/incident/1834280,2020,10-2020
1834617,2020-10-24,Mississippi,Greenwood,W Martin Luther King Dr,2,8,https://www.gunviolencearchive.org/incident/1834617,2020,10-2020
1832977,2020-10-22,Louisiana,Rayne,I-10,0,5,https://www.gunviolencearchive.org/incident/1832977,2020,10-2020
1832014,2020-10-22,Florida,Miami,1830 NW 50 St,1,3,https://www.gunviolencearchive.org/incident/1832014,2020,10-2020
1831995,2020-10-22,Massachusetts,Boston,Columbia Rd and Stanwood St,0,4,https://www.gunviolencearchive.org/incident/1831995,2020,10-2020
1831091,2020-10-22,Maryland,Baltimore,500 block of W Franklin St,0,4,https://www.gunviolencearchive.org/incident/1831091,2020,10-2020
1830875,2020-10-21,New York,Brooklyn,Nostrand Ave and Hawthorne St,1,5,https://www.gunviolencearchive.org/incident/1830875,2020,10-2020
1830822,2020-10-21,Mississippi,Canton,1427 W Peace St,2,2,https://www.gunviolencearchive.org/incident/1830822,2020,10-2020
1830092,2020-10-20,Texas,Houston,2117 Chenevert St,3,1,https://www.gunviolencearchive.org/incident/1830092,2020,10-2020
1829132,2020-10-19,Ohio,Mansfield,136 Sturges Ave,0,5,https://www.gunviolencearchive.org/incident/1829132,2020,10-2020
1828796,2020-10-19,Louisiana,New Orleans,2599 N Prieur St,1,3,https://www.gunviolencearchive.org/incident/1828796,2020,10-2020
1827437,2020-10-18,Maryland,Annapolis,100 block of Clay St,1,3,https://www.gunviolencearchive.org/incident/1827437,2020,10-2020
1828080,2020-10-18,Illinois,Chicago,200 block of N Sacramento Blvd,1,4,https://www.gunviolencearchive.org/incident/1828080,2020,10-2020
1828019,2020-10-18,Tennessee,Nashville,1100 block of W Grove Ave,0,4,https://www.gunviolencearchive.org/incident/1828019,2020,10-2020
1826680,2020-10-17,New York,Lockport,43 S Niagara St,1,5,https://www.gunviolencearchive.org/incident/1826680,2020,10-2020
1826613,2020-10-17,South Carolina,Rock Hill,524 N Anderson Rd,0,5,https://www.gunviolencearchive.org/incident/1826613,2020,10-2020
1826444,2020-10-16,California,San Jose,175 S Capitol Ave,2,4,https://www.gunviolencearchive.org/incident/1826444,2020,10-2020
1825525,2020-10-16,Florida,Orlando,2000 block of N Forsyth Rd,3,1,https://www.gunviolencearchive.org/incident/1825525,2020,10-2020
1826655,2020-10-16,Arizona,Mesa,2115 Guadalupe Rd,1,6,https://www.gunviolencearchive.org/incident/1826655,2020,10-2020
1826675,2020-10-16,California,San Francisco,200 block of Scherwin St,1,3,https://www.gunviolencearchive.org/incident/1826675,2020,10-2020
1824979,2020-10-15,Louisiana,Lafayette,100 block of Laser Ln,2,2,https://www.gunviolencearchive.org/incident/1824979,2020,10-2020
1825896,2020-10-15,Maryland,Baltimore,2900 block of Westwood Ave,0,7,https://www.gunviolencearchive.org/incident/1825896,2020,10-2020
1824073,2020-10-14,Pennsylvania,Philadelphia,3900 block of  Buist Ave,0,4,https://www.gunviolencearchive.org/incident/1824073,2020,10-2020
1821574,2020-10-12,South Carolina,Myrtle Beach,1012 US-501,2,3,https://www.gunviolencearchive.org/incident/1821574,2020,10-2020
1821496,2020-10-11,Georgia,Atlanta,330 W Peachtree St NW,0,4,https://www.gunviolencearchive.org/incident/1821496,2020,10-2020
1820156,2020-10-10,Illinois,Chicago,100 block of S Keeler Ave,1,3,https://www.gunviolencearchive.org/incident/1820156,2020,10-2020
1823101,2020-10-10,South Carolina,Kingstree,55 Williamsburg County Hwy,0,8,https://www.gunviolencearchive.org/incident/1823101,2020,10-2020
1819955,2020-10-10,Missouri,Saint Louis (Jennings),8800 block of Shannon Fox Cir,2,2,https://www.gunviolencearchive.org/incident/1819955,2020,10-2020
1818055,2020-10-08,Pennsylvania,Philadelphia,4935 Frankford Ave,1,6,https://www.gunviolencearchive.org/incident/1818055,2020,10-2020
1816799,2020-10-07,Alaska,Anchorage,200 block of McCarrey St,1,4,https://www.gunviolencearchive.org/incident/1816799,2020,10-2020
1817184,2020-10-07,New York,Brooklyn,181 Hegeman Ave,1,3,https://www.gunviolencearchive.org/incident/1817184,2020,10-2020
1815308,2020-10-05,District of Columbia,Washington,400 block of Orange St SE,1,3,https://www.gunviolencearchive.org/incident/1815308,2020,10-2020
1814148,2020-10-04,Georgia,Atlanta,1570 Joseph E Boone Blvd NW,1,5,https://www.gunviolencearchive.org/incident/1814148,2020,10-2020
1813872,2020-10-04,Indiana,Indianapolis,5462 Massachusetts Ave,3,4,https://www.gunviolencearchive.org/incident/1813872,2020,10-2020
1813306,2020-10-03,Tennessee,Clarksville,100 block of Tiny Town Rd,0,5,https://www.gunviolencearchive.org/incident/1813306,2020,10-2020
1813583,2020-10-03,California,Sacramento,Roanoke Ave and Haywood St,1,3,https://www.gunviolencearchive.org/incident/1813583,2020,10-2020
1812972,2020-10-02,California,Los Angeles,51st St and Hoover St,0,4,https://www.gunviolencearchive.org/incident/1812972,2020,10-2020
1812838,2020-10-02,Washington,Seattle,9700 block of 59th Ave S,0,4,https://www.gunviolencearchive.org/incident/1812838,2020,10-2020
1812049,2020-10-01,Michigan,Detroit,15018 Houston Whittier St,0,5,https://www.gunviolencearchive.org/incident/1812049,2020,10-2020
1810696,2020-09-30,North Carolina,Greensboro,700 block of Milton St,0,4,https://www.gunviolencearchive.org/incident/1810696,2020,09-2020
1810881,2020-09-30,Florida,Jacksonville,12517 Beach Blvd,0,4,https://www.gunviolencearchive.org/incident/1810881,2020,09-2020
1810358,2020-09-30,Wisconsin,Milwaukee,4217 W Fond du Lac Ave,0,7,https://www.gunviolencearchive.org/incident/1810358,2020,09-2020
1809910,2020-09-29,Pennsylvania,Philadelphia,4500 block of N 19th St,0,5,https://www.gunviolencearchive.org/incident/1809910,2020,09-2020
1809484,2020-09-29,Ohio,Painesville,100 block of Morse Ave,2,2,https://www.gunviolencearchive.org/incident/1809484,2020,09-2020
1807325,2020-09-28,Michigan,Detroit,6609 Michigan Ave,0,6,https://www.gunviolencearchive.org/incident/1807325,2020,09-2020
1806806,2020-09-27,Ohio,Sandusky,Hancock St and Neil St,1,3,https://www.gunviolencearchive.org/incident/1806806,2020,09-2020
1808628,2020-09-27,California,San Bernardino,900 block of N Sierra Way,1,3,https://www.gunviolencearchive.org/incident/1808628,2020,09-2020
1807096,2020-09-27,Tennessee,Nashville,619 Millwood Dr,0,4,https://www.gunviolencearchive.org/incident/1807096,2020,09-2020
1807046,2020-09-26,Pennsylvania,Philadelphia,100 block of N Lindenwood St,0,4,https://www.gunviolencearchive.org/incident/1807046,2020,09-2020
1806035,2020-09-26,Alabama,Enterprise,507 Glover Ave,1,3,https://www.gunviolencearchive.org/incident/1806035,2020,09-2020
1806002,2020-09-26,Iowa,Waterloo,501 W 4th St,2,6,https://www.gunviolencearchive.org/incident/1806002,2020,09-2020
1805722,2020-09-26,Illinois,Chicago,2400 block of W Lithuanian Plaza Ct,0,4,https://www.gunviolencearchive.org/incident/1805722,2020,09-2020
1806368,2020-09-26,Missouri,Saint Louis,4700 block of Vernon Ave,0,5,https://www.gunviolencearchive.org/incident/1806368,2020,09-2020
1806500,2020-09-25,Pennsylvania,Philadelphia,1300 block of Sanger St,0,4,https://www.gunviolencearchive.org/incident/1806500,2020,09-2020
1804511,2020-09-23,Georgia,Hampton,1577 Glynn Ct,1,3,https://www.gunviolencearchive.org/incident/1804511,2020,09-2020
1802862,2020-09-23,Minnesota,Minneapolis,200 W Broadway Ave,0,5,https://www.gunviolencearchive.org/incident/1802862,2020,09-2020
1800886,2020-09-21,Ohio,Struthers,111 Perry St,1,4,https://www.gunviolencearchive.org/incident/1800886,2020,09-2020
1800549,2020-09-20,New York,Corona (Queens),Merrick Blvd and Foch Blvd,0,4,https://www.gunviolencearchive.org/incident/1800549,2020,09-2020
1800514,2020-09-20,Connecticut,Stamford,Ursula Pl and Dale St,1,3,https://www.gunviolencearchive.org/incident/1800514,2020,09-2020
1800026,2020-09-19,New York,Buffalo,Glenwood Ave and Jefferson Ave,1,4,https://www.gunviolencearchive.org/incident/1800026,2020,09-2020
1799748,2020-09-19,Illinois,Chicago,12200 block of S May St,0,4,https://www.gunviolencearchive.org/incident/1799748,2020,09-2020
1799703,2020-09-19,Illinois,Chicago,6900 block of S Claremont Ave,0,4,https://www.gunviolencearchive.org/incident/1799703,2020,09-2020
1800188,2020-09-19,New Jersey,Plainfield,523 W 3rd St,0,4,https://www.gunviolencearchive.org/incident/1800188,2020,09-2020
1799307,2020-09-19,New York,Rochester,278 Pennsylvania Ave,2,14,https://www.gunviolencearchive.org/incident/1799307,2020,09-2020
1800192,2020-09-19,New Jersey,Paterson,Elizabeth St and Getty Ave,0,5,https://www.gunviolencearchive.org/incident/1800192,2020,09-2020
1800779,2020-09-19,Arkansas,West Memphis,900 block of Winchell St,0,5,https://www.gunviolencearchive.org/incident/1800779,2020,09-2020
1799160,2020-09-18,Arkansas,Little Rock,5311 Mabelvale Pike,0,4,https://www.gunviolencearchive.org/incident/1799160,2020,09-2020
1797620,2020-09-16,Pennsylvania,Philadelphia,1800 Wallace St,2,3,https://www.gunviolencearchive.org/incident/1797620,2020,09-2020
1796684,2020-09-15,California,San Jose,600 block of S 8th St,2,4,https://www.gunviolencearchive.org/incident/1796684,2020,09-2020
1796638,2020-09-15,Illinois,Chicago,3500 block of W Lawrence Ave,0,5,https://www.gunviolencearchive.org/incident/1796638,2020,09-2020
1795391,2020-09-14,Louisiana,Baker,Burgess Dr,0,4,https://www.gunviolencearchive.org/incident/1795391,2020,09-2020
1793826,2020-09-13,Michigan,Grand Rapids,3950 Stahl Dr SE,0,7,https://www.gunviolencearchive.org/incident/1793826,2020,09-2020
1794138,2020-09-13,Tennessee,Beechgrove,I-24 and Beech Grove Rd,3,3,https://www.gunviolencearchive.org/incident/1794138,2020,09-2020
1793559,2020-09-13,Florida,Tampa,5110 N 40th St,0,4,https://www.gunviolencearchive.org/incident/1793559,2020,09-2020
1794086,2020-09-13,Illinois,Chicago,6100 block of S Throop St,1,3,https://www.gunviolencearchive.org/incident/1794086,2020,09-2020
1793521,2020-09-13,New Jersey,New Brunswick,32 Delafield St,2,7,https://www.gunviolencearchive.org/incident/1793521,2020,09-2020
1792650,2020-09-12,Illinois,Chicago,100 block of N Pine Ave,2,4,https://www.gunviolencearchive.org/incident/1792650,2020,09-2020
1793680,2020-09-12,North Carolina,Wilson,200 block of Dewey St,0,5,https://www.gunviolencearchive.org/incident/1793680,2020,09-2020
1793771,2020-09-12,Pennsylvania,Philadelphia,N 18th St and Dauphin St,0,4,https://www.gunviolencearchive.org/incident/1793771,2020,09-2020
1792624,2020-09-11,Louisiana,Donaldsonville,St Elizabeth St and Front St,0,5,https://www.gunviolencearchive.org/incident/1792624,2020,09-2020
1791482,2020-09-10,Louisiana,New Orleans,4100 block of Rayne Dr,3,2,https://www.gunviolencearchive.org/incident/1791482,2020,09-2020
1788401,2020-09-08,Maryland,Baltimore,2300 block of Greenmount Ave,0,5,https://www.gunviolencearchive.org/incident/1788401,2020,09-2020
1788168,2020-09-07,Louisiana,New Orleans,1500 block of Freret St,0,4,https://www.gunviolencearchive.org/incident/1788168,2020,09-2020
1787655,2020-09-07,New York,Brooklyn,Norstrand Ave and Crown St,0,5,https://www.gunviolencearchive.org/incident/1787655,2020,09-2020
1788352,2020-09-07,California,Aguanga,45125 Highway 371,7,0,https://www.gunviolencearchive.org/incident/1788352,2020,09-2020
1787222,2020-09-07,Indiana,Indianapolis,W 38th St and Graceland Ave,1,4,https://www.gunviolencearchive.org/incident/1787222,2020,09-2020
1786855,2020-09-06,Georgia,Sparta,Faye St and Lee St,1,6,https://www.gunviolencearchive.org/incident/1786855,2020,09-2020
1786920,2020-09-06,Illinois,Chicago,S Kingston Ave and E 77th St,0,4,https://www.gunviolencearchive.org/incident/1786920,2020,09-2020
1787977,2020-09-06,Tennessee,Memphis,6555 Lost Oak Dr,0,4,https://www.gunviolencearchive.org/incident/1787977,2020,09-2020
1786829,2020-09-06,Colorado,Commerce City,6700 block of Birch St,0,4,https://www.gunviolencearchive.org/incident/1786829,2020,09-2020
1787286,2020-09-06,Missouri,Kansas City,3999 Swope Pkwy,0,6,https://www.gunviolencearchive.org/incident/1787286,2020,09-2020
1786890,2020-09-06,Missouri,Saint Louis,5700 block of Minerva Ave,1,3,https://www.gunviolencearchive.org/incident/1786890,2020,09-2020
1787006,2020-09-06,Louisiana,New Iberia,1752 Center St,0,5,https://www.gunviolencearchive.org/incident/1787006,2020,09-2020
1787387,2020-09-06,Maryland,Baltimore,4900 block of Reisterstown Rd,0,4,https://www.gunviolencearchive.org/incident/1787387,2020,09-2020
1786488,2020-09-05,Texas,Houston,9940 Fondren Rd,0,4,https://www.gunviolencearchive.org/incident/1786488,2020,09-2020
1786449,2020-09-05,Maryland,Baltimore,2000 block of W Lexington St,1,3,https://www.gunviolencearchive.org/incident/1786449,2020,09-2020
1785713,2020-09-05,Florida,Williston,Co Rd 318 and US-27 Alt,0,6,https://www.gunviolencearchive.org/incident/1785713,2020,09-2020
1786806,2020-09-05,Arkansas,Little Rock,400 President Clinton Ave,0,4,https://www.gunviolencearchive.org/incident/1786806,2020,09-2020
1805455,2020-09-03,South Carolina,Anderson,R St and Chase Ave,1,3,https://www.gunviolencearchive.org/incident/1805455,2020,09-2020
1785358,2020-09-03,Florida,Miami,2000 block of NW 71st St,1,3,https://www.gunviolencearchive.org/incident/1785358,2020,09-2020
1784570,2020-09-03,Arkansas,Hensley,Woodson Lateral Rd and I-530,1,3,https://www.gunviolencearchive.org/incident/1784570,2020,09-2020
1785108,2020-09-03,Pennsylvania,Philadelphia,700 block of E Chelten Ave,0,6,https://www.gunviolencearchive.org/incident/1785108,2020,09-2020
1785593,2020-09-03,Arkansas,Little Rock,19 Nandina Cir,0,4,https://www.gunviolencearchive.org/incident/1785593,2020,09-2020
1783582,2020-09-02,Pennsylvania,Philadelphia,1800 block of Moore St,2,2,https://www.gunviolencearchive.org/incident/1783582,2020,09-2020
1784141,2020-09-02,Georgia,Albany,1400 block of E Residence Ave,1,3,https://www.gunviolencearchive.org/incident/1784141,2020,09-2020
1783928,2020-09-02,California,Oakland,Kerwin Ave and 105th Ave,0,4,https://www.gunviolencearchive.org/incident/1783928,2020,09-2020
1825993,2020-08-31,Pennsylvania,Philadelphia,1500 block of W Clearfield St,0,5,https://www.gunviolencearchive.org/incident/1825993,2020,08-2020
1782962,2020-08-31,Florida,Tallahassee,2660 Old Bainbridge Rd,0,4,https://www.gunviolencearchive.org/incident/1782962,2020,08-2020
1780301,2020-08-30,Kentucky,Lexington,545 N Upper St,0,7,https://www.gunviolencearchive.org/incident/1780301,2020,08-2020
1780199,2020-08-30,Illinois,Zion,2300 block of Joppa Ave,1,3,https://www.gunviolencearchive.org/incident/1780199,2020,08-2020
1780266,2020-08-30,Texas,San Antonio,S Olive St and Aransas Ave,2,2,https://www.gunviolencearchive.org/incident/1780266,2020,08-2020
1779981,2020-08-30,New York,Buffalo,500 block of Fillmore Ave,1,4,https://www.gunviolencearchive.org/incident/1779981,2020,08-2020
1784122,2020-08-30,Pennsylvania,Philadelphia,5317 Oxford Ave,0,4,https://www.gunviolencearchive.org/incident/1784122,2020,08-2020
1779718,2020-08-30,Illinois,Chicago,11601 S Western Ave,1,4,https://www.gunviolencearchive.org/incident/1779718,2020,08-2020
1780091,2020-08-30,Kentucky,Madisonville,400 block of Elm St,0,5,https://www.gunviolencearchive.org/incident/1780091,2020,08-2020
1780228,2020-08-29,Nevada,Las Vegas,777 E Twain Ave,2,2,https://www.gunviolencearchive.org/incident/1780228,2020,08-2020
1778571,2020-08-29,Illinois,Rock Island,1800 2nd Ave,1,5,https://www.gunviolencearchive.org/incident/1778571,2020,08-2020
1778435,2020-08-28,Minnesota,Minneapolis,2400 block of Irving Ave N,0,4,https://www.gunviolencearchive.org/incident/1778435,2020,08-2020
1778542,2020-08-28,Pennsylvania,Chester,2900 block of W 2nd St,1,3,https://www.gunviolencearchive.org/incident/1778542,2020,08-2020
1779023,2020-08-28,Texas,Dallas,2600 block of Elm St,1,4,https://www.gunviolencearchive.org/incident/1779023,2020,08-2020
1777607,2020-08-27,Oregon,Portland,10500 block of NE Halsey St,1,3,https://www.gunviolencearchive.org/incident/1777607,2020,08-2020
1777180,2020-08-26,Michigan,Pontiac,252 Carriage Circle Dr,3,1,https://www.gunviolencearchive.org/incident/1777180,2020,08-2020
1776905,2020-08-26,South Carolina,Hilton Head Island,Muddy Creek Rd and Spanish Wells Rd,0,4,https://www.gunviolencearchive.org/incident/1776905,2020,08-2020
1777400,2020-08-26,Pennsylvania,Philadelphia,5500 block of Chew Ave,0,4,https://www.gunviolencearchive.org/incident/1777400,2020,08-2020
1776189,2020-08-25,Virginia,Norfolk,800 block of E Princess Anne Rd,0,5,https://www.gunviolencearchive.org/incident/1776189,2020,08-2020
1775249,2020-08-25,New York,Rochester,70 block of Flower St,0,4,https://www.gunviolencearchive.org/incident/1775249,2020,08-2020
